"","Date","PlotID","CH4Flux","FishTreatment","BirdTreatment","treatment","StudyYear","SamplingOccasion","logFlux","MeanDepth","PO4","GravH2O","NH4","NO3","Redox","SoilTemp","Daphnia","WinterFlood","FishOnFields","ElapsedDays","ElapsedDays2","Pre_Post","MeanTemp","MeanDO"
"387",2024-11-13,"3E",10342.87505,"NoFish","NoBirds","NoBirds NoFish","Year2","11/13/2024",9.244053161,24.13,2.48,0.33,3.06,0.11,-36.9,12.9,8797.279233,"Y","N",43,1849,"Pre",11.5416666666667,9.60625
"388",2024-11-13,"4C",80.939125,"Fish","Birds","Birds Fish","Year2","11/13/2024",4.393697329,22.86,2.59,0.37,4.32,0.02,-86.4,12.7,2663.757175,"Y","N",43,1849,"Pre",11.5,9.75083333333333
"389",2024-11-13,"4E",4038.7549,"Fish","NoBirds","NoBirds Fish","Year2","11/13/2024",8.30369173,25.146,3.93,0.37,3.72,0.02,-98.5,12.7,4914.681135,"Y","N",43,1849,"Pre",11.4341666666667,10.045
"390",2024-11-13,"5C",229.11084,"NoFish","Birds","Birds NoFish","Year2","11/13/2024",5.434205904,27.94,4.44,0.37,4.1,0.02,-30.9,12.5,417.7478966,"Y","N",43,1849,"Pre",11.4675,9.21666666666667
"391",2024-11-13,"5E",12.056865,"NoFish","NoBirds","NoBirds NoFish","Year2","11/13/2024",2.489634207,24.765,3.46,0.34,2.33,0.02,-23.7,12.5,9780.215459,"Y","N",43,1849,"Pre",11.5733333333333,9.35791666666667
"392",2024-11-13,"6C",81.600975,"Fish","Birds","Birds Fish","Year2","11/13/2024",4.40184121,27.305,5.89,0.34,8.1,0.02,-39.2,13,5971.337579,"Y","N",43,1849,"Pre",11.5141666666667,10.2691666666667
"393",2024-11-13,"6E",3847.01399,"Fish","NoBirds","NoBirds Fish","Year2","11/13/2024",8.255052539,22.225,4.87,0.35,4,0.02,-26.4,13,7040.280726,"Y","N",43,1849,"Pre",11.405,9.38375
"394",2024-11-13,"7C",4937.3929,"Fish","Birds","Birds Fish","Year2","11/13/2024",8.504592718,19.685,4.37,0.37,3.74,0.02,-25.7,12.5,457.0653456,"Y","N",43,1849,"Pre",11.4183333333333,9.22791666666667
"395",2024-11-13,"7E",11.719645,"Fish","NoBirds","NoBirds Fish","Year2","11/13/2024",2.461266494,24.13,4.87,0.38,4.67,0.02,-28.9,12.5,7224.581269,"Y","N",43,1849,"Pre",11.5941666666667,9.44875
"396",2024-11-13,"8C",31.245525,"NoFish","Birds","Birds NoFish","Year2","11/13/2024",3.441876166,28.575,6.51,0.34,6.99,0.02,20.3,12.3,3092.153548,"Y","N",43,1849,"Pre",11.43,8.10291666666667
"397",2024-11-13,"8E",15.672895,"NoFish","NoBirds","NoBirds NoFish","Year2","11/13/2024",2.751932787,13.335,5.53,0.36,10.77,0.02,3.9,12.6,2539.25192,"Y","N",43,1849,"Pre",11.5166666666667,7.21791666666667
"398",2024-11-26,"1C",3.814455,"Fish","Birds","Birds Fish","Year2","11/26/2024",1.338797797,24.13,NA,0.35,3.23,0.02,-75.1,12.3,2531.060785,"Y","N",56,3136,"Pre",12.4258333333333,9.35166666666667
"399",2024-11-26,"1E",139.15041,"Fish","NoBirds","NoBirds Fish","Year2","11/26/2024",4.935555434,28.575,NA,0.35,2.15,0.02,-102.4,12.4,15739.26633,"Y","N",56,3136,"Pre",12.4575,9.30791666666667
"400",2024-11-26,"2C",7.68325,"NoFish","Birds","Birds NoFish","Year2","11/26/2024",2.039042635,22.225,NA,0.32,2.08,0.14,-71.9,12.3,11844.38154,"Y","N",56,3136,"Pre",12.5466666666667,10.1345833333333
"401",2024-11-26,"2E",3.9739,"NoFish","NoBirds","NoBirds NoFish","Year2","11/26/2024",1.37974798,25.4,NA,0.84,5.12,0.02,-98.3,12.1,880.5470368,"Y","N",56,3136,"Pre",12.4016666666667,9.03083333333333
"402",2024-11-26,"3C",33.13442,"NoFish","Birds","Birds NoFish","Year2","11/26/2024",3.500572621,21.59,NA,0.35,1.02,0.02,-77.9,12.2,1945.394616,"Y","N",56,3136,"Pre",12.5258333333333,9.69458333333333
"403",2024-11-26,"3E",2088.31546,"NoFish","NoBirds","NoBirds NoFish","Year2","11/26/2024",7.64411302,24.13,NA,0.81,8.82,0.02,-94.8,12.4,4005.465125,"Y","N",56,3136,"Pre",12.4866666666667,9.82125
"404",2024-11-26,"4C",6250.818275,"Fish","Birds","Birds Fish","Year2","11/26/2024",8.740467658,22.86,NA,0.38,3.84,0.02,-50.8,12.6,8895.572856,"Y","N",56,3136,"Pre",12.5316666666667,9.90625
"405",2024-11-26,"5C",3885.77455,"NoFish","Birds","Birds NoFish","Year2","11/26/2024",8.265077612,27.94,NA,0.37,2.63,0.02,-132.4,12.5,1898.295589,"Y","N",56,3136,"Pre",12.5016666666667,9.90875
"406",2024-11-26,"6C",405.478465,"Fish","Birds","Birds Fish","Year2","11/26/2024",6.005067765,27.305,NA,0.37,3.17,0.02,-39,12.6,2496.658017,"Y","N",56,3136,"Pre",12.5241666666667,10.4083333333333
"407",2024-11-26,"6E",260.9463,"Fish","NoBirds","NoBirds Fish","Year2","11/26/2024",5.564314639,22.225,NA,0.37,4.79,0.02,-106.7,12.5,1887.237556,"Y","N",56,3136,"Pre",12.4175,9.33791666666667
"408",2024-11-26,"7C",321.877275,"Fish","Birds","Birds Fish","Year2","11/26/2024",5.774170339,19.685,NA,0.36,3.52,0.02,-15.2,12.4,3784.304474,"Y","N",56,3136,"Pre",12.4308333333333,9.96791666666667
"409",2024-11-26,"7E",1085.04014,"Fish","NoBirds","NoBirds Fish","Year2","11/26/2024",6.989372261,24.13,NA,0.97,120.29,0.02,-90.3,12.4,3501.710309,"Y","N",56,3136,"Pre",12.4708333333333,6.55208333333333
"410",2024-11-26,"8E",5.69616,"NoFish","NoBirds","NoBirds NoFish","Year2","11/26/2024",1.739792264,13.335,NA,0.38,9.97,0.02,-99.2,12.2,2094.081528,"Y","N",56,3136,"Pre",12.4341666666667,0.0508333333333333
"411",2024-12-10,"1C",24.43272,"Fish","Birds","Birds Fish","Year2","12/10/2024",3.195923218,26.67,3.46,0.33,3.52,0.02,-137.2,11.1,3214.201462,"Y","Y",70,4900,"Post",8.74,7.34875
"412",2024-12-10,"1E",125.61704,"Fish","NoBirds","NoBirds Fish","Year2","12/10/2024",4.833237914,22.86,3.61,0.34,2.58,0.02,-128.1,10.2,3563.143824,"Y","Y",70,4900,"Post",9.06666666666667,7.54958333333333
"413",2024-12-10,"2C",19.65708,"NoFish","Birds","Birds NoFish","Year2","12/10/2024",2.978437579,25.4,3.57,0.36,4.79,0.02,-67.2,9.8,430.0345993,"Y","Y",70,4900,"Post",9.03333333333333,7.68291666666667
"414",2024-12-10,"2E",8.30059,"NoFish","NoBirds","NoBirds NoFish","Year2","12/10/2024",2.116326597,22.86,5.31,0.35,5.59,0.02,-92.5,9.8,1204.096878,"Y","Y",70,4900,"Post",8.70833333333333,7.90333333333333
"415",2024-12-10,"3C",119.856395,"NoFish","Birds","Birds NoFish","Year2","12/10/2024",4.786294318,27.94,3.35,0.38,5.85,0.02,NA,10.3,1056.656444,"Y","Y",70,4900,"Post",8.81333333333333,8.25833333333333
"416",2024-12-10,"3E",1180.28287,"NoFish","NoBirds","NoBirds NoFish","Year2","12/10/2024",7.073509409,21.59,3.17,0.32,7.69,0.02,NA,10.3,630.7174124,"Y","Y",70,4900,"Post",9.00666666666667,8.92666666666667
"417",2024-12-10,"4C",531.85475,"Fish","Birds","Birds Fish","Year2","12/10/2024",6.276370426,30.48,2.3,0.33,3.19,0.02,-98.9,10.2,589.7617363,"Y","Y",70,4900,"Post",9.18833333333333,8.95291666666667
"418",2024-12-10,"4E",154.63577,"Fish","NoBirds","NoBirds Fish","Year2","12/10/2024",5.041072481,24.13,3.79,0.37,8.43,0.02,-75.2,9.4,2997.955492,"Y","Y",70,4900,"Post",8.57,8.5525
"419",2024-12-10,"5C",1019.94341,"NoFish","Birds","Birds NoFish","Year2","12/10/2024",6.927502424,26.67,5.38,0.4,6.95,0.02,-80,9.4,688.055359,"Y","Y",70,4900,"Post",8.72,8.74708333333333
"420",2024-12-10,"5E",9.395205,"NoFish","NoBirds","NoBirds NoFish","Year2","12/10/2024",2.240199453,27.94,2.41,0.34,6.6,0.02,NA,9.4,581.570601,"Y","Y",70,4900,"Post",8.945,8.91875
"421",2024-12-10,"6C",285.73079,"Fish","Birds","Birds Fish","Year2","12/10/2024",5.655050074,30.48,5.78,0.39,7.08,0.02,-47.1,10.3,712.6287647,"Y","Y",70,4900,"Post",9.04333333333333,9.49583333333333
"422",2024-12-10,"6E",105.68449,"Fish","NoBirds","NoBirds Fish","Year2","12/10/2024",4.660458146,25.4,3.86,0.37,6.35,0.02,-104.6,10.3,914.1306912,"Y","Y",70,4900,"Post",8.40833333333333,7.70208333333333
"423",2024-12-10,"7C",19.054655,"Fish","Birds","Birds Fish","Year2","12/10/2024",2.947311429,30.48,5.56,0.36,4.97,0.02,-99.6,11.1,669.6253047,"Y","Y",70,4900,"Post",8.69916666666667,8.95541666666667
"424",2024-12-10,"7E",7.766135,"Fish","NoBirds","NoBirds Fish","Year2","12/10/2024",2.049772615,25.4,5.16,0.41,6.52,0.02,NA,10.3,495.1541244,"Y","Y",70,4900,"Post",8.98833333333333,8.91625
"425",2024-12-10,"8C",529.32786,"NoFish","Birds","Birds NoFish","Year2","12/10/2024",6.271608013,30.48,7.63,0.32,1.51,0.02,-79.6,10.8,602.8675526,"Y","Y",70,4900,"Post",8.665,8.29333333333333
"426",2024-12-10,"8E",10.382905,"NoFish","NoBirds","NoBirds NoFish","Year2","12/10/2024",2.340160704,15.24,4.98,0.4,13.7,0.02,-69.4,11,1012.424314,"Y","Y",70,4900,"Post",8.33583333333333,6.00541666666667
"427",2024-12-22,"1C",12.61067,"Fish","Birds","Birds Fish","Year2","12/22/2024",2.534543281,17.78,NA,0.39,7.29,0.02,-134.7,NA,2041.482933,"Y","Y",82,6724,"Post",10.81,8.321875
"428",2024-12-22,"1E",18.33331,"Fish","NoBirds","NoBirds Fish","Year2","12/22/2024",2.908719624,17.78,NA,0.32,4.39,0.02,-119.2,NA,5430.722654,"Y","Y",82,6724,"Post",11.5916666666667,9.42291666666667
"429",2024-12-22,"2C",9.27404,"NoFish","Birds","Birds NoFish","Year2","12/22/2024",2.227219099,20.066,NA,0.43,10.15,0.02,-53.4,NA,1523.551152,"Y","Y",82,6724,"Post",11.5525,5.94583333333333
"430",2024-12-22,"2E",8.977615,"NoFish","NoBirds","NoBirds NoFish","Year2","12/22/2024",2.194734257,19.05,NA,0.35,4.57,0.02,-133,NA,2948.808681,"Y","Y",82,6724,"Post",11.4313043478261,5.92173913043478
"431",2024-12-22,"3C",10.61199,"NoFish","Birds","Birds NoFish","Year2","12/22/2024",2.361984494,24.13,NA,0.38,3.2,0.02,-91.7,NA,1081.22985,"Y","Y",82,6724,"Post",11.52,9.505
"432",2024-12-22,"3E",306.57341,"NoFish","NoBirds","NoBirds NoFish","Year2","12/22/2024",5.725457237,17.78,NA,0.35,2.29,0.02,-75.6,NA,2604.781002,"Y","Y",82,6724,"Post",11.515,6.73458333333333
"433",2024-12-22,"4C",65.38042,"Fish","Birds","Birds Fish","Year2","12/22/2024",4.180222825,25.4,NA,0.34,2.49,0.02,-97.5,NA,3085.327602,"Y","Y",82,6724,"Post",10.8917647058824,9.88588235294118
"434",2024-12-22,"4E",66.62645,"Fish","NoBirds","NoBirds Fish","Year2","12/22/2024",4.199101646,24.13,NA,0.34,12.65,0.02,-101.5,NA,2268.314371,"Y","Y",82,6724,"Post",11.3983333333333,9.65125
"435",2024-12-22,"5C",53.19689,"NoFish","Birds","Birds NoFish","Year2","12/22/2024",3.973999936,20.32,NA,0.33,7.57,0.02,-65.9,NA,786.3489817,"Y","Y",82,6724,"Post",11.5658333333333,9.23708333333333
"436",2024-12-22,"5E",7.07862,"NoFish","NoBirds","NoBirds NoFish","Year2","12/22/2024",1.957078973,19.05,NA,0.41,10.38,0.02,-59.4,NA,3735.157663,"Y","Y",82,6724,"Post",11.5208333333333,9.0075
"437",2024-12-22,"6C",232.55988,"Fish","Birds","Birds Fish","Year2","12/22/2024",5.44914774,20.32,NA,0.28,9.02,0.02,-77.3,NA,614.335142,"Y","Y",82,6724,"Post",11.5775,10.3866666666667
"438",2024-12-22,"6E",565.4457567,"Fish","NoBirds","NoBirds Fish","Year2","12/22/2024",6.33761437,25.4,NA,0.38,14.09,0.02,-86.9,NA,807.4119008,"Y","Y",82,6724,"Post",NA,NA
"439",2024-12-22,"7C",11.29472,"Fish","Birds","Birds Fish","Year2","12/22/2024",2.42433536,23.495,NA,0.4,7.96,0.02,-65.9,NA,1627.988126,"Y","Y",82,6724,"Post",11.42,9.52291666666667
"440",2024-12-22,"7E",48.703465,"Fish","NoBirds","NoBirds Fish","Year2","12/22/2024",3.885750177,26.67,NA,0.39,7.92,0.02,-59.4,NA,1310.581636,"Y","Y",82,6724,"Post",11.42,6.93666666666667
"441",2024-12-22,"8C",77.3236,"NoFish","Birds","Birds NoFish","Year2","12/22/2024",4.347999213,22.86,NA,0.35,1.17,0.02,-127.3,NA,1507.91353,"Y","Y",82,6724,"Post",11.615,5.30083333333333
"442",2024-12-22,"8E",17.70213,"NoFish","NoBirds","NoBirds NoFish","Year2","12/22/2024",2.873684971,13.97,NA,0.42,10.65,0.02,-84.5,NA,3686.010851,"Y","Y",82,6724,"Post",11.615,1.07708333333333
"443",2025-01-10,"1C",9.2526,"Fish","Birds","Birds Fish","Year2","1/10/2025",2.224904593,20.32,8.81,NA,NA,NA,-118.3,NA,2727.64803,"Y","Y",101,10201,"Post",10.7908333333333,9.56416666666667
"444",2025-01-10,"1E",11.3483,"Fish","NoBirds","NoBirds Fish","Year2","1/10/2025",2.429067953,20.32,8.4,NA,NA,NA,-117.6,NA,4840.960918,"Y","Y",101,10201,"Post",10.6158333333333,9.63666666666667
"445",2025-01-10,"2C",12.72551,"NoFish","Birds","Birds NoFish","Year2","1/10/2025",2.54360864,22.86,3.34,NA,NA,NA,-95.6,NA,479.1814107,"Y","Y",101,10201,"Post",10.7591666666667,9.96541666666667
"446",2025-01-10,"2E",14.687315,"NoFish","NoBirds","NoBirds NoFish","Year2","1/10/2025",2.686984196,20.32,5.9,NA,NA,NA,-117.6,NA,1658.704883,"Y","Y",101,10201,"Post",10.6491666666667,8.90083333333333
"447",2025-01-10,"3C",7.89463,"NoFish","Birds","Birds NoFish","Year2","1/10/2025",2.066182782,22.86,5.06,NA,NA,NA,-108.9,NA,6516.867186,"Y","Y",101,10201,"Post",10.7525,8.67791666666667
"448",2025-01-10,"3E",85.72054,"NoFish","NoBirds","NoBirds NoFish","Year2","1/10/2025",4.45109247,20.32,3.55,NA,NA,NA,-98.5,NA,405.4611937,"Y","Y",101,10201,"Post",10.6508333333333,9.44291666666667
"449",2025-01-10,"4C",75.279275,"Fish","Birds","Birds Fish","Year2","1/10/2025",4.321204865,25.4,3.92,NA,NA,NA,-113.6,NA,1941.299049,"Y","Y",101,10201,"Post",10.7508333333333,9.715
"450",2025-01-10,"4E",48.075075,"Fish","NoBirds","NoBirds Fish","Year2","1/10/2025",3.872763852,25.4,8.43,NA,NA,NA,-109.5,NA,5511.463845,"Y","Y",101,10201,"Post",10.5883333333333,9.63458333333333
"451",2025-01-10,"5C",22.92824,"NoFish","Birds","Birds NoFish","Year2","1/10/2025",3.132369339,27.94,7.99,NA,NA,NA,-113.5,NA,2430.036784,"Y","Y",101,10201,"Post",10.8691666666667,9.565
"452",2025-01-10,"5E",5.728575,"NoFish","NoBirds","NoBirds NoFish","Year2","1/10/2025",1.745466809,22.86,8.55,NA,NA,NA,-110.9,NA,1739.041017,"Y","Y",101,10201,"Post",10.6975,9.61541666666667
"453",2025-01-10,"6C",22.86962,"Fish","Birds","Birds Fish","Year2","1/10/2025",3.129809392,25.4,11.07,NA,NA,NA,-118.9,NA,81.91135226,"Y","Y",101,10201,"Post",10.7408333333333,10.02375
"454",2025-01-10,"6E",24.34446,"Fish","NoBirds","NoBirds Fish","Year2","1/10/2025",3.192304308,22.86,7.79,NA,NA,NA,-122.4,NA,122.8670284,"Y","Y",101,10201,"Post",10.5741666666667,5.41666666666667
"455",2025-01-10,"7C",37.033665,"Fish","Birds","Birds Fish","Year2","1/10/2025",3.611827364,25.4,10.14,NA,NA,NA,-106.4,NA,208.8739483,"Y","Y",101,10201,"Post",10.79,9.85083333333333
"456",2025-01-10,"7E",38.84818,"Fish","NoBirds","NoBirds Fish","Year2","1/10/2025",3.659661229,27.94,10.49,NA,NA,NA,-109.9,NA,330.2665724,"Y","Y",101,10201,"Post",10.6516666666667,6.15833333333333
"457",2025-01-10,"8C",29.23967,"NoFish","Birds","Birds NoFish","Year2","1/10/2025",3.375526349,22.86,10.29,NA,NA,NA,-137.7,NA,3580.696256,"Y","Y",101,10201,"Post",10.6041666666667,8.88083333333333
"458",2025-01-10,"8E",8.37839,"NoFish","NoBirds","NoBirds NoFish","Year2","1/10/2025",2.125655772,7.62,3.66,NA,NA,NA,-102.4,NA,4774.261675,"Y","Y",101,10201,"Post",10.5316666666667,7.77458333333333
"459",2025-01-21,"1C",6.70643,"Fish","Birds","Birds Fish","Year2","1/21/2025",1.903066768,22.86,NA,NA,NA,NA,-154.3,NA,3268.262956,"Y","Y",112,12544,"Post",8.52,9.87541666666667
"460",2025-01-21,"1E",9.61992,"Fish","NoBirds","NoBirds Fish","Year2","1/21/2025",2.263835949,21.59,NA,NA,NA,NA,-140.1,NA,6167.924825,"Y","Y",112,12544,"Post",8.67333333333333,4.9275
"461",2025-01-21,"2C",20.40663,"NoFish","Birds","Birds NoFish","Year2","1/21/2025",3.015859848,22.86,NA,NA,NA,NA,-140.2,NA,1290.103798,"Y","Y",112,12544,"Post",8.79083333333333,10.6420833333333
"462",2025-01-21,"2E",84.87474,"NoFish","NoBirds","NoBirds NoFish","Year2","1/21/2025",4.441176523,27.94,NA,NA,NA,NA,-143.6,NA,2562.655163,"Y","Y",112,12544,"Post",8.45416666666667,8.49125
"463",2025-01-21,"3C",8.69147,"NoFish","Birds","Birds NoFish","Year2","1/21/2025",2.162342085,25.4,NA,NA,NA,NA,-137.8,NA,4349.492805,"Y","Y",112,12544,"Post",8.6475,8.88083333333333
"464",2025-01-21,"3E",7.69319,"NoFish","NoBirds","NoBirds NoFish","Year2","1/21/2025",2.040335522,27.94,NA,NA,NA,NA,NA,NA,1419.114178,"Y","Y",112,12544,"Post",8.6425,9.94333333333333
"465",2025-01-21,"4C",12.8917,"Fish","Birds","Birds Fish","Year2","1/21/2025",2.556583693,29.21,NA,NA,NA,NA,NA,NA,7175.434457,"Y","Y",112,12544,"Post",8.80416666666667,10.485
"466",2025-01-21,"4E",5.985555,"Fish","NoBirds","NoBirds Fish","Year2","1/21/2025",1.789349067,22.86,NA,NA,NA,NA,-142.2,NA,602.0484391,"Y","Y",112,12544,"Post",8.39916666666667,9.2725
"467",2025-01-21,"5C",5.46362,"NoFish","Birds","Birds NoFish","Year2","1/21/2025",1.698111574,26.67,NA,NA,NA,NA,-143.1,NA,970.6495243,"Y","Y",112,12544,"Post",8.70416666666667,10.3491666666667
"468",2025-01-21,"5E",3.21248,"NoFish","NoBirds","NoBirds NoFish","Year2","1/21/2025",1.167043225,25.4,NA,NA,NA,NA,-118.8,NA,819.1135226,"Y","Y",112,12544,"Post",8.67583333333333,10.2558333333333
"469",2025-01-21,"6C",63.97686,"Fish","Birds","Birds Fish","Year2","1/21/2025",4.158521455,25.4,NA,NA,NA,NA,-140.2,NA,645.051899,"Y","Y",112,12544,"Post",8.8025,10.25125
"470",2025-01-21,"7C",4.87368,"Fish","Birds","Birds Fish","Year2","1/21/2025",1.583849299,30.48,NA,NA,NA,NA,-121.7,NA,90.10248748,"Y","Y",112,12544,"Post",8.56583333333333,10.6979166666667
"471",2025-01-21,"7E",6.303245,"Fish","NoBirds","NoBirds Fish","Year2","1/21/2025",1.84106458,25.4,NA,NA,NA,NA,-114.4,NA,228.1816241,"Y","Y",112,12544,"Post",8.61666666666667,3.32
"472",2025-01-21,"8C",4.057845,"NoFish","Birds","Birds NoFish","Year2","1/21/2025",1.400652045,27.94,NA,NA,NA,NA,-127.8,NA,8698.98561,"Y","Y",112,12544,"Post",8.56,9.80708333333333
"473",2025-02-05,"1C",110.80762,"Fish","Birds","Birds Fish","Year2","2/5/2025",4.707795545,27.94,4.08,NA,NA,NA,-192.3,NA,442.3213022,"Y","Y",127,16129,"Post",9.97916666666667,8.67
"474",2025-02-05,"1E",4.73684,"Fish","NoBirds","NoBirds Fish","Year2","2/5/2025",1.555370247,25.4,2.99,NA,NA,NA,-196.7,NA,2506.487379,"Y","Y",127,16129,"Post",10.0739130434783,8.62695652173913
"475",2025-02-05,"2C",10.80629,"NoFish","Birds","Birds NoFish","Year2","2/5/2025",2.380128372,25.4,0.63,NA,NA,NA,-156.4,NA,982.9362271,"Y","Y",127,16129,"Post",10.4558333333333,10.1945833333333
"476",2025-02-05,"2E",4.557765,"NoFish","NoBirds","NoBirds NoFish","Year2","2/5/2025",1.516832372,27.94,3.17,NA,NA,NA,-105,NA,516.0415192,"Y","Y",127,16129,"Post",10.2358333333333,8.20875
"477",2025-02-05,"3C",4.18009,"NoFish","Birds","Birds NoFish","Year2","2/5/2025",1.430332777,27.94,2.01,NA,NA,NA,-115.2,NA,5602.736494,"Y","Y",127,16129,"Post",10.3608333333333,9.92
"478",2025-02-05,"3E",25.242835,"NoFish","NoBirds","NoBirds NoFish","Year2","2/5/2025",3.228542353,25.4,2.05,NA,NA,NA,-150.1,NA,NA,"Y","Y",127,16129,"Post",10.3325,10.1333333333333
"479",2025-02-05,"4C",7.39673,"Fish","Birds","Birds Fish","Year2","2/5/2025",2.001038011,30.48,0.96,NA,NA,NA,-140.4,NA,5455.29606,"Y","Y",127,16129,"Post",10.1933333333333,10.55625
"480",2025-02-05,"4E",7.39667,"Fish","NoBirds","NoBirds Fish","Year2","2/5/2025",2.001029899,27.94,3.39,NA,NA,NA,-128.7,NA,761.775576,"Y","Y",127,16129,"Post",9.83826086956522,9.68217391304348
"481",2025-02-05,"5C",23.50263,"NoFish","Birds","Birds NoFish","Year2","2/5/2025",3.15711233,35.56,1.4,NA,NA,NA,-163.6,NA,1916.725643,"Y","Y",127,16129,"Post",9.97666666666667,10.0179166666667
"482",2025-02-05,"5E",2.868855,"NoFish","NoBirds","NoBirds NoFish","Year2","2/5/2025",1.053912995,27.94,1.21,NA,NA,NA,-168.7,NA,2752.221436,"Y","Y",127,16129,"Post",10.0583333333333,10.4091666666667
"483",2025-02-05,"6C",10.794765,"Fish","Birds","Birds Fish","Year2","2/5/2025",2.379061294,25.4,3.21,NA,NA,NA,-150.6,NA,1179.523473,"Y","Y",127,16129,"Post",9.345,10.69125
"484",2025-02-05,"6E",20.75994,"Fish","NoBirds","NoBirds Fish","Year2","2/5/2025",3.033025168,27.94,2.77,NA,NA,NA,-150.3,NA,1400.684124,"Y","Y",127,16129,"Post",9.91166666666667,5.65041666666667
"485",2025-02-05,"7C",2.899075,"Fish","Birds","Birds Fish","Year2","2/5/2025",1.064391721,33.02,3.82,NA,NA,NA,-137.9,NA,3004.098845,"Y","Y",127,16129,"Post",9.925,10.5254166666667
"486",2025-02-05,"7E",9.457215,"Fish","NoBirds","NoBirds Fish","Year2","2/5/2025",2.246777942,33.02,2.99,NA,NA,NA,-136.6,NA,2088.739483,"Y","Y",127,16129,"Post",10.1333333333333,9.21708333333333
"487",2025-02-05,"8C",140.65581,"NoFish","Birds","Birds NoFish","Year2","2/5/2025",4.946315842,30.48,4.37,NA,NA,NA,-170.7,NA,835.495793,"Y","Y",127,16129,"Post",10.2291666666667,9.34041666666667
"488",2025-02-05,"8E",11.310435,"NoFish","NoBirds","NoBirds NoFish","Year2","2/5/2025",2.425725751,15.24,1.72,NA,NA,NA,-132,NA,245.7340568,"Y","Y",127,16129,"Post",10.155652173913,6.89260869565217
"489",2025-02-19,"1C",16.234085,"Fish","Birds","Birds Fish","Year2","2/19/2025",2.787113044,24.13,NA,NA,NA,NA,-121.5,NA,98.29362271,"Y","Y",141,19881,"Post",12.9384615384615,2.93769230769231
"490",2025-02-19,"1E",16.104025,"Fish","NoBirds","NoBirds Fish","Year2","2/19/2025",2.779069241,22.86,NA,NA,NA,NA,-104.5,NA,491.4681135,"Y","Y",141,19881,"Post",13.3042857142857,2.70642857142857
"491",2025-02-19,"2C",14.834665,"NoFish","Birds","Birds NoFish","Year2","2/19/2025",2.696966672,22.86,NA,NA,NA,NA,-91.8,NA,1556.315693,"Y","Y",141,19881,"Post",13.1842857142857,7.90928571428571
"492",2025-02-19,"2E",16.51259,"NoFish","NoBirds","NoBirds NoFish","Year2","2/19/2025",2.80412312,22.86,NA,NA,NA,NA,-111.4,NA,1867.578831,"Y","Y",141,19881,"Post",13.0938461538462,2.17846153846154
"493",2025-02-19,"3C",12.23233,"NoFish","Birds","Birds NoFish","Year2","2/19/2025",2.504082447,25.4,NA,NA,NA,NA,-95.9,NA,196.5872454,"Y","Y",141,19881,"Post",13.3142857142857,7.37928571428571
"494",2025-02-19,"3E",261.2040867,"NoFish","NoBirds","NoBirds NoFish","Year2","2/19/2025",5.565302043,22.86,NA,NA,NA,NA,-112.7,NA,491.4681135,"Y","Y",141,19881,"Post",13.14,8.07076923076923
"495",2025-02-19,"4C",14.96793,"Fish","Birds","Birds Fish","Year2","2/19/2025",2.705909912,27.94,NA,NA,NA,NA,-122.2,NA,1123.355688,"Y","Y",141,19881,"Post",13.1815384615385,8.71153846153846
"496",2025-02-19,"4E",9.15976,"Fish","NoBirds","NoBirds Fish","Year2","2/19/2025",2.214819977,25.4,NA,NA,NA,NA,-114.8,NA,638.9085477,"Y","Y",141,19881,"Post",13.0184615384615,4.33692307692308
"497",2025-02-19,"5C",15.4156,"NoFish","Birds","Birds NoFish","Year2","2/19/2025",2.735379984,25.4,NA,NA,NA,NA,-117.1,NA,294.8808681,"Y","Y",141,19881,"Post",13.0476923076923,8.94615384615385
"498",2025-02-19,"5E",98.68194,"NoFish","NoBirds","NoBirds NoFish","Year2","2/19/2025",4.591901951,27.94,NA,NA,NA,NA,-62.4,NA,933.7894157,"Y","Y",141,19881,"Post",13.1066666666667,8.95416666666667
"499",2025-02-19,"6C",14.201295,"Fish","Birds","Birds Fish","Year2","2/19/2025",2.653333158,27.94,NA,NA,NA,NA,-118.8,NA,491.4681135,"Y","Y",141,19881,"Post",NA,NA
"500",2025-02-19,"6E",43.12361,"Fish","NoBirds","NoBirds Fish","Year2","2/19/2025",3.764070643,27.94,NA,NA,NA,NA,-114.8,NA,344.0276795,"Y","Y",141,19881,"Post",13.0523076923077,5.24846153846154
"501",2025-02-19,"7C",20.11717,"Fish","Birds","Birds Fish","Year2","2/19/2025",3.001573679,30.48,NA,NA,NA,NA,-88,NA,1130.376661,"Y","Y",141,19881,"Post",13.0083333333333,9.09166666666667
"502",2025-02-19,"7E",27.244275,"Fish","NoBirds","NoBirds Fish","Year2","2/19/2025",3.304843407,29.21,NA,NA,NA,NA,-90,NA,140.419461,"Y","Y",141,19881,"Post",13.1516666666667,6.6675
"503",2025-02-19,"8C",23.572485,"NoFish","Birds","Birds NoFish","Year2","2/19/2025",3.160080142,29.21,NA,NA,NA,NA,-99.5,NA,544.1254114,"Y","Y",141,19881,"Post",13.04,6.38916666666667
"504",2025-02-19,"8E",15.965585,"NoFish","NoBirds","NoBirds NoFish","Year2","2/19/2025",2.770435468,20.32,NA,NA,NA,NA,-79.8,NA,368.6010852,"Y","Y",141,19881,"Post",13.1907692307692,0.63
